JENIS_DAGANGAN,BULAN,TAHUN,NEGERI,KAWASAN,SAIZ_SYARIKAT,KOD_DESTINASI_EKSPORT,KOD_NEGARA_ASAL,KAWASAN_EKONOMI,JUMLAH_DAGANGAN_RM,BARANGAN_UTAMA,DESTINASI_EKSPORT,NEGARA_ASAL
EKSPORT,5,2014,PULAU PINANG,SEMENANJUNG,LARGE,NL,MY,EU,11007.52,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Netherlands, Kingdom of the",Malaysia
EKSPORT,4,2023,JOHOR,ZON BEBAS,LARGE,ID,MY,AFTA,1057.0,KASUT,Indonesia,Malaysia
EKSPORT,8,2023,NEGERI SEMBILAN,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,135.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,12,2017,PULAU PINANG,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,5491211.0,"BARANG KEMAS DRPD. EMAS, PERAK DAN PERMATA TERMASUK TIRUAN",Singapore,Malaysia
EKSPORT,3,2020,PULAU PINANG,ZON BEBAS,LARGE,CN,MY,"OTHER COUNTRIES, NES",330595.85,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",China,Malaysia
EKSPORT,1,2018,SELANGOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,5724.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,Singapore,Malaysia
EKSPORT,12,2022,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,23022.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,4,2023,JOHOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,11780.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Singapore,Malaysia
EKSPORT,6,2015,PULAU PINANG,SEMENANJUNG,SME_MICRO,AR,MY,LAIA,77860.0,PERABUT KAYU DAN ROTAN,Argentina,Malaysia
EKSPORT,4,2024,PULAU PINANG,SEMENANJUNG,LARGE,MX,MY,NAFTA,11.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Mexico,Malaysia
EKSPORT,9,2020,PULAU PINANG,ZON BEBAS,LARGE,CN,MY,"OTHER COUNTRIES, NES",4489.48,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",China,Malaysia
EKSPORT,9,2024,NEGERI SEMBILAN,SEMENANJUNG,LARGE,PT,MY,EU,2780.0,"INJAP DAN TIUB, FOTOSEL, DLL.",Portugal,Malaysia
EKSPORT,5,2022,MELAKA,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",15251.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,12,2015,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,2260671.0,LITAR ELEKTRONIK BERSEPADU,Singapore,Malaysia
EKSPORT,10,2024,AGENT,SEMENANJUNG,AGENT,SG,MY,AGENT,5140.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,4,2018,SARAWAK,SARAWAK,LARGE,SB,MY,"OTHER COUNTRIES, NES",6145.2,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Solomon Islands,Malaysia
EKSPORT,6,2019,JOHOR,SEMENANJUNG,SME_SMALL,JP,MY,"OTHER COUNTRIES, NES",92185.0,PERABUT KAYU DAN ROTAN,Japan,Malaysia
EKSPORT,7,2018,NEGERI SEMBILAN,SEMENANJUNG,LARGE,LK,MY,SAARC,16503.0,LAIN-LAIN KAYU- LAIN-LAIN,Sri Lanka,Malaysia
EKSPORT,10,2023,SELANGOR,SEMENANJUNG,SME_MICRO,ID,MY,AFTA,46.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Indonesia,Malaysia
EKSPORT,5,2014,PAHANG,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",54281.39,KAYU KUMAI,Japan,Malaysia
EKSPORT,4,2017,SELANGOR,ZON BEBAS,LARGE,BD,MY,SAARC,37959.04,PERABUT KAYU DAN ROTAN,Bangladesh,Malaysia
EKSPORT,11,2024,PULAU PINANG,SEMENANJUNG,LARGE,NL,MY,EU,10386.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,"Netherlands, Kingdom of the",Malaysia
EKSPORT,12,2024,JOHOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",3651171.0,MINYAK KELAPA SAWIT,China,Malaysia
EKSPORT,7,2020,SELANGOR,SEMENANJUNG,LARGE,FR,MY,EU,11231018.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,France,Malaysia
EKSPORT,10,2015,SELANGOR,SEMENANJUNG,LARGE,FR,MY,EU,13156.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",France,Malaysia
EKSPORT,7,2024,PULAU PINANG,ZON BEBAS,LARGE,MX,MY,NAFTA,1685.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Mexico,Malaysia
EKSPORT,11,2018,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,750785.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Thailand,Malaysia
EKSPORT,7,2023,JOHOR,SEMENANJUNG,SME_MICRO,MX,MY,NAFTA,53085.0,LITAR ELEKTRONIK BERSEPADU,Mexico,Malaysia
EKSPORT,10,2024,PERAK,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",8.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",China,Malaysia
EKSPORT,8,2023,PERAK,SEMENANJUNG,SME_MEDIUM,TH,MY,AFTA,7693.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Thailand,Malaysia
EKSPORT,11,2023,JOHOR,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",174298.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Hong Kong,Malaysia
EKSPORT,10,2017,SELANGOR,SEMENANJUNG,SME_SMALL,JP,MY,"OTHER COUNTRIES, NES",2929014.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Japan,Malaysia
EKSPORT,12,2016,WP KUALA LUMPUR,SEMENANJUNG,LARGE,VN,MY,AFTA,19229.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Viet Nam,Malaysia
EKSPORT,6,2016,JOHOR,ZON BEBAS,SME_MICRO,CN,MY,"OTHER COUNTRIES, NES",21850025.25,KELUARAN PETROLEUM BERTAPIS,China,Malaysia
EKSPORT,3,2024,SELANGOR,SEMENANJUNG,LARGE,IN,MY,SAARC,18309.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",India,Malaysia
EKSPORT,11,2017,PERAK,SEMENANJUNG,SME_SMALL,EG,MY,"OTHER COUNTRIES, NES",25097.0,KASUT,Egypt,Malaysia
EKSPORT,11,2019,PERAK,SEMENANJUNG,LARGE,US,MY,NAFTA,13580.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,United States of America,Malaysia
EKSPORT,9,2015,JOHOR,SEMENANJUNG,LARGE,ID,MY,AFTA,7819.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Indonesia,Malaysia
EKSPORT,10,2020,PULAU PINANG,SEMENANJUNG,SME_MICRO,US,MY,NAFTA,8852.0,KASUT,United States of America,Malaysia
EKSPORT,6,2021,PULAU PINANG,SEMENANJUNG,SME_MEDIUM,DE,MY,EU,379078.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Germany,Malaysia
EKSPORT,3,2019,PULAU PINANG,SEMENANJUNG,LARGE,VN,MY,AFTA,83911.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Viet Nam,Malaysia
EKSPORT,10,2021,JOHOR,SEMENANJUNG,LARGE,SC,MY,"OTHER COUNTRIES, NES",370612.0,MINYAK KELAPA SAWIT,Seychelles,Malaysia
EKSPORT,3,2024,PULAU PINANG,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",17977.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,"Taiwan, Province of China",Malaysia
EKSPORT,9,2023,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,103794.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",United States of America,Malaysia
EKSPORT,6,2014,WP KUALA LUMPUR,SEMENANJUNG,SME_SMALL,TH,MY,AFTA,5730.98,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Thailand,Malaysia
EKSPORT,8,2024,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,194341.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
EKSPORT,9,2020,PULAU PINANG,SEMENANJUNG,LARGE,IN,MY,SAARC,23003.0,LITAR ELEKTRONIK BERSEPADU,India,Malaysia
EKSPORT,3,2020,JOHOR,SEMENANJUNG,LARGE,US,MY,NAFTA,9187.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,3,2015,PULAU PINANG,SEMENANJUNG,LARGE,AT,MY,EU,82797.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Austria,Malaysia
EKSPORT,12,2021,SELANGOR,SEMENANJUNG,LARGE,BD,MY,SAARC,612690.0,MINYAK KELAPA SAWIT,Bangladesh,Malaysia
EKSPORT,1,2016,JOHOR,SEMENANJUNG,LARGE,IN,MY,SAARC,27301.0,LITAR ELEKTRONIK BERSEPADU,India,Malaysia
EKSPORT,3,2016,SARAWAK,SARAWAK,SME_SMALL,LK,MY,SAARC,102044.95,KAYU GERGAJI,Sri Lanka,Malaysia
EKSPORT,6,2024,JOHOR,SEMENANJUNG,LARGE,US,MY,NAFTA,7271.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,United States of America,Malaysia
EKSPORT,1,2024,PULAU PINANG,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",337323.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,"Korea, Republic of",Malaysia
EKSPORT,4,2017,SELANGOR,SEMENANJUNG,LARGE,VN,MY,AFTA,77041.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,Viet Nam,Malaysia
EKSPORT,4,2020,SABAH,SABAH,LARGE,SG,MY,AFTA,11319.63,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,3,2016,JOHOR,SEMENANJUNG,LARGE,AE,MY,"OTHER COUNTRIES, NES",6590.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,United Arab Emirates,Malaysia
EKSPORT,5,2018,SARAWAK,SARAWAK,SME_MEDIUM,CN,MY,"OTHER COUNTRIES, NES",44588.62,KAYU GERGAJI,China,Malaysia
EKSPORT,8,2016,JOHOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,6541.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Singapore,Malaysia
EKSPORT,9,2024,SELANGOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,150.0,KASUT,Singapore,Malaysia
EKSPORT,9,2024,KEDAH,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",778.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Hong Kong,Malaysia
EKSPORT,1,2021,MELAKA,ZON BEBAS,LARGE,JP,MY,"OTHER COUNTRIES, NES",1043453.9,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Japan,Malaysia
EKSPORT,12,2019,AGENT,SEMENANJUNG,AGENT,SG,MY,AGENT,13916.0,KASUT,Singapore,Malaysia
EKSPORT,8,2023,JOHOR,SEMENANJUNG,LARGE,ZA,MY,"OTHER COUNTRIES, NES",804.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,South Africa,Malaysia
EKSPORT,5,2024,PERAK,SEMENANJUNG,LARGE,CA,MY,NAFTA,90130.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Canada,Malaysia
EKSPORT,9,2023,PULAU PINANG,SEMENANJUNG,SME_SMALL,DE,MY,EU,8609956.0,LITAR ELEKTRONIK BERSEPADU,Germany,Malaysia
EKSPORT,3,2019,SELANGOR,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",1968096.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Hong Kong,Malaysia
EKSPORT,10,2023,WP KUALA LUMPUR,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",437.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Hong Kong,Malaysia
EKSPORT,8,2022,SELANGOR,SEMENANJUNG,LARGE,RE,MY,"OTHER COUNTRIES, NES",46400.0,MINYAK KELAPA SAWIT,Reunion,Malaysia
EKSPORT,11,2022,PULAU PINANG,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",39274021.0,LITAR ELEKTRONIK BERSEPADU,"Korea, Republic of",Malaysia
EKSPORT,6,2024,MELAKA,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",528.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,1,2016,WP KUALA LUMPUR,SEMENANJUNG,LARGE,ID,MY,AFTA,21151.0,"KAPUR, SIMEN DAN BAHAN-BAHAN BINAAN BUATAN",Indonesia,Malaysia
EKSPORT,3,2023,PULAU PINANG,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,12198.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,9,2023,PAHANG,SEMENANJUNG,SME_SMALL,VN,MY,AFTA,159972.0,KAYU GERGAJI,Viet Nam,Malaysia
EKSPORT,9,2023,SELANGOR,SEMENANJUNG,SME_MICRO,CA,MY,NAFTA,161.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Canada,Malaysia
EKSPORT,12,2020,JOHOR,ZON BEBAS,SME_MICRO,ID,MY,AFTA,70708.95,KELUARAN PETROLEUM BERTAPIS,Indonesia,Malaysia
EKSPORT,3,2017,KELANTAN,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",79099.0,SARUNG TANGAN GETAH,China,Malaysia
EKSPORT,4,2023,PULAU PINANG,SEMENANJUNG,LARGE,VN,MY,AFTA,1137.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Viet Nam,Malaysia
EKSPORT,6,2015,JOHOR,SEMENANJUNG,LARGE,US,MY,NAFTA,81707.0,"INJAP DAN TIUB, FOTOSEL, DLL.",United States of America,Malaysia
EKSPORT,1,2017,PERAK,SEMENANJUNG,SME_SMALL,AU,MY,"OTHER COUNTRIES, NES",478819.34,KASUT,Australia,Malaysia
EKSPORT,1,2014,WP KUALA LUMPUR,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",164256.04,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Hong Kong,Malaysia
EKSPORT,11,2022,PULAU PINANG,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",82952.0,LITAR ELEKTRONIK BERSEPADU,Hong Kong,Malaysia
EKSPORT,11,2016,WP KUALA LUMPUR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,6437.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Singapore,Malaysia
EKSPORT,3,2020,SELANGOR,SEMENANJUNG,SME_MICRO,PL,MY,EU,94388.0,KAYU GERGAJI,Poland,Malaysia
EKSPORT,12,2015,PULAU PINANG,SEMENANJUNG,LARGE,ES,MY,EU,27459.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Spain,Malaysia
EKSPORT,11,2023,SARAWAK,SARAWAK,SME_MICRO,JP,MY,"OTHER COUNTRIES, NES",168236.0,LITAR ELEKTRONIK BERSEPADU,Japan,Malaysia
EKSPORT,3,2023,KEDAH,SEMENANJUNG,SME_MEDIUM,TW,MY,"OTHER COUNTRIES, NES",131.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,"Taiwan, Province of China",Malaysia
EKSPORT,9,2019,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,7041.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",United States of America,Malaysia
EKSPORT,9,2024,SELANGOR,SEMENANJUNG,SME_MICRO,QA,MY,"OTHER COUNTRIES, NES",20.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Qatar,Malaysia
EKSPORT,3,2017,SELANGOR,SEMENANJUNG,SME_MICRO,KR,MY,"OTHER COUNTRIES, NES",647302.0,PERABUT KAYU DAN ROTAN,"Korea, Republic of",Malaysia
EKSPORT,8,2023,PAHANG,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",68088.0,KAYU GERGAJI,Japan,Malaysia
EKSPORT,1,2020,KEDAH,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",62314.0,SARUNG TANGAN GETAH,"Korea, Republic of",Malaysia
EKSPORT,5,2018,SELANGOR,SEMENANJUNG,LARGE,AU,MY,"OTHER COUNTRIES, NES",11537.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Australia,Malaysia
EKSPORT,8,2016,KEDAH,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",5493.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Hong Kong,Malaysia
EKSPORT,5,2024,PULAU PINANG,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",25297404.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.","Taiwan, Province of China",Malaysia
EKSPORT,7,2022,SELANGOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",2255828.0,LITAR ELEKTRONIK BERSEPADU,China,Malaysia
EKSPORT,6,2017,JOHOR,SEMENANJUNG,LARGE,IN,MY,SAARC,253622.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,India,Malaysia
EKSPORT,7,2022,JOHOR,SEMENANJUNG,SME_MICRO,PH,MY,AFTA,153269.0,PERABUT KAYU DAN ROTAN,Philippines,Malaysia
EKSPORT,6,2023,PULAU PINANG,SEMENANJUNG,LARGE,ES,MY,EU,155420.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Spain,Malaysia
EKSPORT,1,2023,PERAK,SEMENANJUNG,LARGE,PH,MY,AFTA,225759.0,LITAR ELEKTRONIK BERSEPADU,Philippines,Malaysia
EKSPORT,3,2023,PULAU PINANG,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",26699.0,LITAR ELEKTRONIK BERSEPADU,Japan,Malaysia
EKSPORT,3,2022,JOHOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,11600.0,PERABUT KAYU DAN ROTAN,Singapore,Malaysia
EKSPORT,8,2016,JOHOR,SEMENANJUNG,LARGE,TR,MY,"OTHER COUNTRIES, NES",183043.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Turkiye,Malaysia
EKSPORT,11,2023,SELANGOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,3005.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,10,2014,SELANGOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,5100.0,PERABUT KAYU DAN ROTAN,Singapore,Malaysia
EKSPORT,12,2015,KEDAH,SEMENANJUNG,SME_SMALL,CN,MY,"OTHER COUNTRIES, NES",40684.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,China,Malaysia
EKSPORT,9,2021,JOHOR,SEMENANJUNG,LARGE,US,MY,NAFTA,2379783.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,8,2022,JOHOR,SEMENANJUNG,LARGE,QA,MY,"OTHER COUNTRIES, NES",987552.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Qatar,Malaysia
EKSPORT,9,2017,SELANGOR,SEMENANJUNG,LARGE,TN,MY,"OTHER COUNTRIES, NES",6557.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Tunisia,Malaysia
EKSPORT,1,2020,SELANGOR,SEMENANJUNG,LARGE,SC,MY,"OTHER COUNTRIES, NES",148460.0,"KAPUR, SIMEN DAN BAHAN-BAHAN BINAAN BUATAN",Seychelles,Malaysia
EKSPORT,9,2020,SARAWAK,SARAWAK,LARGE,CN,MY,"OTHER COUNTRIES, NES",33383989.43,MINYAK KELAPA SAWIT,China,Malaysia
EKSPORT,3,2018,PERAK,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,1046048.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,7,2017,JOHOR,SEMENANJUNG,LARGE,ID,MY,AFTA,30986.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Indonesia,Malaysia
EKSPORT,12,2017,PULAU PINANG,SEMENANJUNG,LARGE,HU,MY,EU,6104.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Hungary,Malaysia
EKSPORT,11,2017,JOHOR,SEMENANJUNG,LARGE,DE,MY,EU,150443.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Germany,Malaysia
EKSPORT,6,2017,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,4178435.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Thailand,Malaysia
EKSPORT,7,2023,SELANGOR,SEMENANJUNG,SME_SMALL,PH,MY,AFTA,476.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Philippines,Malaysia
EKSPORT,4,2024,PERAK,SEMENANJUNG,SME_SMALL,TW,MY,"OTHER COUNTRIES, NES",12103.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI","Taiwan, Province of China",Malaysia
EKSPORT,12,2022,PULAU PINANG,SEMENANJUNG,SME_MICRO,TH,MY,AFTA,28125.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Thailand,Malaysia
EKSPORT,6,2017,JOHOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",1377008.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,China,Malaysia
EKSPORT,12,2023,PAHANG,SEMENANJUNG,LARGE,US,MY,NAFTA,3145.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,United States of America,Malaysia
EKSPORT,5,2017,PULAU PINANG,SEMENANJUNG,LARGE,NL,MY,EU,691120.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Netherlands, Kingdom of the",Malaysia
EKSPORT,11,2020,SELANGOR,SEMENANJUNG,SME_SMALL,KR,MY,"OTHER COUNTRIES, NES",110637.0,PERABUT KAYU DAN ROTAN,"Korea, Republic of",Malaysia
EKSPORT,8,2014,PULAU PINANG,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",40800.49,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.","Taiwan, Province of China",Malaysia
EKSPORT,4,2021,PULAU PINANG,SEMENANJUNG,LARGE,ID,MY,AFTA,36027.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Indonesia,Malaysia
EKSPORT,10,2023,WP KUALA LUMPUR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",314954.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,China,Malaysia
EKSPORT,2,2020,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,351003.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,United States of America,Malaysia
EKSPORT,10,2017,MELAKA,SEMENANJUNG,SME_MICRO,ID,MY,AFTA,7913.0,SARUNG TANGAN GETAH,Indonesia,Malaysia
EKSPORT,5,2017,WP KUALA LUMPUR,SEMENANJUNG,SME_SMALL,CN,MY,"OTHER COUNTRIES, NES",6849.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,China,Malaysia
EKSPORT,12,2018,SELANGOR,SEMENANJUNG,LARGE,MM,MY,AFTA,50574.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Myanmar,Malaysia
EKSPORT,3,2016,PERAK,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,24736.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
EKSPORT,1,2021,PULAU PINANG,ZON BEBAS,LARGE,JP,MY,"OTHER COUNTRIES, NES",1356.9,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Japan,Malaysia
EKSPORT,8,2019,MELAKA,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,21448.0,KAYU TANGGAM,Singapore,Malaysia
EKSPORT,1,2017,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,305288.78,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",United States of America,Malaysia
EKSPORT,2,2016,PERAK,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",407308.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,12,2016,PULAU PINANG,ZON BEBAS,LARGE,CH,MY,EFTA,8039.29,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Switzerland,Malaysia
EKSPORT,3,2017,SELANGOR,SEMENANJUNG,LARGE,MA,MY,"OTHER COUNTRIES, NES",1132302.0,SARUNG TANGAN GETAH,Morocco,Malaysia
EKSPORT,3,2019,PULAU PINANG,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",6524.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Japan,Malaysia
EKSPORT,5,2024,SELANGOR,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",37242.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Hong Kong,Malaysia
EKSPORT,10,2017,KEDAH,SEMENANJUNG,LARGE,US,MY,NAFTA,87720.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,United States of America,Malaysia
EKSPORT,3,2018,PULAU PINANG,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",72139.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Japan,Malaysia
