JENIS_DAGANGAN,BULAN,TAHUN,NEGERI,KAWASAN,SAIZ_SYARIKAT,KOD_DESTINASI_EKSPORT,KOD_NEGARA_ASAL,KAWASAN_EKONOMI,JUMLAH_DAGANGAN_RM,BARANGAN_UTAMA,DESTINASI_EKSPORT,NEGARA_ASAL
EKSPORT,5,2016,PULAU PINANG,SEMENANJUNG,LARGE,TH,MY,AFTA,2140823.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Thailand,Malaysia
EKSPORT,12,2019,PERAK,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",135997.0,LAIN-LAIN KAYU- LAIN-LAIN,Japan,Malaysia
EKSPORT,4,2023,MELAKA,SEMENANJUNG,LARGE,TH,MY,AFTA,3973461.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Thailand,Malaysia
EKSPORT,3,2023,PULAU PINANG,SEMENANJUNG,LARGE,VN,MY,AFTA,87867.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Viet Nam,Malaysia
EKSPORT,4,2022,SELANGOR,SEMENANJUNG,LARGE,GB,MY,EU,293292.0,PESAWAT UDARA & KELENGKAPAN DAN ALAT GANTI,United Kingdom of Great Britain and Northern Ireland,Malaysia
EKSPORT,11,2023,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,120487.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Singapore,Malaysia
EKSPORT,11,2014,PULAU PINANG,SEMENANJUNG,SME_SMALL,NP,MY,SAARC,7031.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Nepal,Malaysia
EKSPORT,4,2016,JOHOR,SEMENANJUNG,LARGE,YE,MY,"OTHER COUNTRIES, NES",959477.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Yemen,Malaysia
EKSPORT,7,2023,JOHOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",7106127.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,China,Malaysia
EKSPORT,12,2018,SELANGOR,SEMENANJUNG,SME_SMALL,CA,MY,NAFTA,37501.0,PAPAN GENTIAN,Canada,Malaysia
EKSPORT,4,2020,SELANGOR,SEMENANJUNG,LARGE,SA,MY,"OTHER COUNTRIES, NES",141519.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Saudi Arabia,Malaysia
EKSPORT,2,2023,AGENT,SEMENANJUNG,AGENT,KR,MY,AGENT,55907.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.","Korea, Republic of",Malaysia
EKSPORT,10,2020,JOHOR,SEMENANJUNG,SME_MICRO,SG,MY,AFTA,1911450.0,LITAR ELEKTRONIK BERSEPADU,Singapore,Malaysia
EKSPORT,8,2016,JOHOR,SEMENANJUNG,LARGE,SA,MY,"OTHER COUNTRIES, NES",468596.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Saudi Arabia,Malaysia
EKSPORT,3,2020,SELANGOR,ZON BEBAS,LARGE,HK,MY,"OTHER COUNTRIES, NES",5159.53,SARUNG TANGAN GETAH,Hong Kong,Malaysia
EKSPORT,2,2016,AGENT,SEMENANJUNG,AGENT,US,MY,AGENT,19267.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",United States of America,Malaysia
EKSPORT,10,2018,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,131113.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,Singapore,Malaysia
EKSPORT,11,2014,PULAU PINANG,SEMENANJUNG,LARGE,FR,MY,EU,1935007.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,France,Malaysia
EKSPORT,2,2023,MELAKA,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",17591.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Hong Kong,Malaysia
EKSPORT,7,2014,KEDAH,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",473477.64,LITAR ELEKTRONIK BERSEPADU,"Taiwan, Province of China",Malaysia
EKSPORT,2,2020,SARAWAK,SARAWAK,LARGE,TW,MY,"OTHER COUNTRIES, NES",34870.03,KAYU GERGAJI,"Taiwan, Province of China",Malaysia
EKSPORT,9,2016,PULAU PINANG,SEMENANJUNG,SME_SMALL,CN,MY,"OTHER COUNTRIES, NES",5425.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",China,Malaysia
EKSPORT,10,2022,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,2960218.0,KRISTAL PIEZO ELEKTRIK & ALAT GANTI,United States of America,Malaysia
EKSPORT,3,2017,SELANGOR,SEMENANJUNG,LARGE,VN,MY,AFTA,19692.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Viet Nam,Malaysia
EKSPORT,7,2021,JOHOR,SEMENANJUNG,LARGE,CA,MY,NAFTA,27012.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Canada,Malaysia
EKSPORT,10,2024,PULAU PINANG,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",20.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,China,Malaysia
EKSPORT,6,2015,JOHOR,SEMENANJUNG,SME_SMALL,DO,MY,"OTHER COUNTRIES, NES",116925.0,PERABUT KAYU DAN ROTAN,Dominican Republic,Malaysia
EKSPORT,9,2020,SARAWAK,SARAWAK,LARGE,TW,MY,"OTHER COUNTRIES, NES",1431472.04,"UDANG, SEGAR ATAU DISEJUKBEKUKAN","Taiwan, Province of China",Malaysia
EKSPORT,7,2015,JOHOR,SEMENANJUNG,LARGE,AE,MY,"OTHER COUNTRIES, NES",31010976.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",United Arab Emirates,Malaysia
EKSPORT,11,2016,SABAH,SABAH,LARGE,KR,MY,"OTHER COUNTRIES, NES",4595386.04,OLEOKIMIA BERASASKAN KELAPA SAWIT,"Korea, Republic of",Malaysia
EKSPORT,9,2015,SELANGOR,SEMENANJUNG,LARGE,AT,MY,EU,510737.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Austria,Malaysia
EKSPORT,4,2019,JOHOR,SEMENANJUNG,LARGE,ES,MY,EU,31886.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Spain,Malaysia
EKSPORT,12,2017,SELANGOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",740984.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,12,2017,SELANGOR,SEMENANJUNG,LARGE,US,MY,NAFTA,2962928.0,PERABUT KAYU DAN ROTAN,United States of America,Malaysia
EKSPORT,5,2024,SELANGOR,SEMENANJUNG,LARGE,AU,MY,"OTHER COUNTRIES, NES",15022529.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Australia,Malaysia
EKSPORT,1,2022,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,188478.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,1,2016,PULAU PINANG,SEMENANJUNG,LARGE,BR,MY,LAIA,68860.0,SARUNG TANGAN GETAH,Brazil,Malaysia
EKSPORT,3,2022,SELANGOR,SEMENANJUNG,SME_MICRO,CN,MY,"OTHER COUNTRIES, NES",53053.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,China,Malaysia
EKSPORT,7,2020,PULAU PINANG,SEMENANJUNG,LARGE,CA,MY,NAFTA,6282.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Canada,Malaysia
EKSPORT,9,2015,WP KUALA LUMPUR,SEMENANJUNG,SME_MICRO,BE,MY,EU,368974.0,KAYU GERGAJI,Belgium,Malaysia
EKSPORT,5,2019,PULAU PINANG,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",1281820.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Japan,Malaysia
EKSPORT,5,2018,AGENT,ZON BEBAS,AGENT,RU,MY,AGENT,1169135.79,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Russian Federation,Malaysia
EKSPORT,5,2024,WP KUALA LUMPUR,SEMENANJUNG,SME_MICRO,AU,MY,"OTHER COUNTRIES, NES",511.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Australia,Malaysia
EKSPORT,6,2023,PULAU PINANG,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",192946.0,LITAR ELEKTRONIK BERSEPADU,Hong Kong,Malaysia
EKSPORT,10,2022,PULAU PINANG,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",2927808.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",China,Malaysia
EKSPORT,9,2016,JOHOR,SEMENANJUNG,SME_SMALL,SA,MY,"OTHER COUNTRIES, NES",9539.0,PERABUT KAYU DAN ROTAN,Saudi Arabia,Malaysia
EKSPORT,6,2017,WP KUALA LUMPUR,SEMENANJUNG,SME_MICRO,CN,MY,"OTHER COUNTRIES, NES",36480.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,9,2021,SELANGOR,SEMENANJUNG,LARGE,AU,MY,"OTHER COUNTRIES, NES",1969289.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Australia,Malaysia
EKSPORT,6,2015,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,26955.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,United States of America,Malaysia
EKSPORT,8,2018,SELANGOR,SEMENANJUNG,LARGE,GR,MY,EU,72222.0,KAYU TANGGAM,Greece,Malaysia
EKSPORT,4,2021,PULAU PINANG,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",21750.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Taiwan, Province of China",Malaysia
EKSPORT,9,2021,AGENT,SEMENANJUNG,AGENT,AU,MY,AGENT,7546.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Australia,Malaysia
EKSPORT,1,2023,PULAU PINANG,SEMENANJUNG,SME_SMALL,AU,MY,"OTHER COUNTRIES, NES",2163.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Australia,Malaysia
EKSPORT,5,2016,SELANGOR,SEMENANJUNG,LARGE,PL,MY,EU,108423.0,PERABUT KAYU DAN ROTAN,Poland,Malaysia
EKSPORT,5,2015,SABAH,SABAH,SME_MEDIUM,ID,MY,AFTA,8300.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Indonesia,Malaysia
EKSPORT,7,2024,SELANGOR,SEMENANJUNG,LARGE,ES,MY,EU,212606.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Spain,Malaysia
EKSPORT,10,2017,SELANGOR,SEMENANJUNG,LARGE,MW,MY,"OTHER COUNTRIES, NES",112089.0,SARUNG TANGAN GETAH,Malawi,Malaysia
EKSPORT,8,2018,MELAKA,SEMENANJUNG,LARGE,US,MY,NAFTA,49824.0,SARUNG TANGAN GETAH,United States of America,Malaysia
EKSPORT,8,2022,SELANGOR,SEMENANJUNG,SME_MEDIUM,CN,MY,"OTHER COUNTRIES, NES",56170.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,7,2024,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,6100.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
EKSPORT,10,2023,SELANGOR,SEMENANJUNG,SME_SMALL,RO,MY,EU,658047.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Romania,Malaysia
EKSPORT,5,2020,JOHOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,6270.0,KELUARAN PETROLEUM BERTAPIS,Singapore,Malaysia
EKSPORT,12,2018,SELANGOR,SEMENANJUNG,SME_SMALL,ID,MY,AFTA,20592.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Indonesia,Malaysia
EKSPORT,8,2022,PULAU PINANG,SEMENANJUNG,LARGE,IN,MY,SAARC,8816.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,India,Malaysia
EKSPORT,6,2021,SELANGOR,SEMENANJUNG,SME_MEDIUM,AU,MY,"OTHER COUNTRIES, NES",10833.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Australia,Malaysia
EKSPORT,6,2021,SELANGOR,SEMENANJUNG,LARGE,CZ,MY,EU,21556.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Czechia,Malaysia
EKSPORT,12,2020,SELANGOR,SEMENANJUNG,LARGE,JP,MY,"OTHER COUNTRIES, NES",87435.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Japan,Malaysia
EKSPORT,1,2018,SELANGOR,SEMENANJUNG,SME_SMALL,MX,MY,NAFTA,55240.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Mexico,Malaysia
EKSPORT,2,2014,NEGERI SEMBILAN,SEMENANJUNG,LARGE,SG,MY,AFTA,13378568.16,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,1,2020,SELANGOR,SEMENANJUNG,LARGE,UA,MY,"OTHER COUNTRIES, NES",1981568.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Ukraine,Malaysia
EKSPORT,8,2024,PERAK,SEMENANJUNG,LARGE,HK,MY,"OTHER COUNTRIES, NES",40357.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Hong Kong,Malaysia
EKSPORT,4,2019,PULAU PINANG,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",8841.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,6,2016,JOHOR,SEMENANJUNG,LARGE,ES,MY,EU,46768.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Spain,Malaysia
EKSPORT,10,2024,PULAU PINANG,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,418.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,Singapore,Malaysia
EKSPORT,10,2016,PULAU PINANG,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",20099.0,"INJAP DAN TIUB, FOTOSEL, DLL.",China,Malaysia
EKSPORT,3,2024,SELANGOR,SEMENANJUNG,SME_MICRO,DE,MY,EU,43.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Germany,Malaysia
EKSPORT,1,2021,PERAK,SEMENANJUNG,SME_SMALL,VN,MY,AFTA,13845.0,KASUT,Viet Nam,Malaysia
EKSPORT,3,2020,JOHOR,SEMENANJUNG,LARGE,RO,MY,EU,367640.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Romania,Malaysia
EKSPORT,11,2022,KEDAH,SEMENANJUNG,LARGE,IN,MY,SAARC,689182.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,India,Malaysia
EKSPORT,2,2021,SABAH,SABAH,LARGE,IN,MY,SAARC,5584.67,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,India,Malaysia
EKSPORT,6,2023,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,33335695.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United States of America,Malaysia
EKSPORT,12,2023,SELANGOR,SEMENANJUNG,LARGE,PH,MY,AFTA,19887.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Philippines,Malaysia
EKSPORT,9,2022,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,26204.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
EKSPORT,5,2018,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,101702.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,1,2019,KEDAH,SEMENANJUNG,LARGE,AU,MY,"OTHER COUNTRIES, NES",1526487.0,PESAWAT UDARA & KELENGKAPAN DAN ALAT GANTI,Australia,Malaysia
EKSPORT,9,2021,NEGERI SEMBILAN,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",2375542.0,SARUNG TANGAN GETAH,China,Malaysia
EKSPORT,4,2021,JOHOR,SEMENANJUNG,LARGE,GT,MY,"OTHER COUNTRIES, NES",126543.0,PERABUT KAYU DAN ROTAN,Guatemala,Malaysia
EKSPORT,3,2021,MELAKA,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",227387.0,LITAR ELEKTRONIK BERSEPADU,"Taiwan, Province of China",Malaysia
EKSPORT,5,2014,WP KUALA LUMPUR,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",5000.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Taiwan, Province of China",Malaysia
EKSPORT,12,2016,SELANGOR,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",129254.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,China,Malaysia
EKSPORT,12,2023,KEDAH,SEMENANJUNG,LARGE,VN,MY,AFTA,5187332.0,"ALAT DAN PERKAKAS IKHTISAS, SAINS DAN KAWALAN, T.S.T.L.",Viet Nam,Malaysia
EKSPORT,3,2014,JOHOR,SEMENANJUNG,SME_MICRO,JP,MY,"OTHER COUNTRIES, NES",209113.06,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Japan,Malaysia
EKSPORT,3,2017,JOHOR,SEMENANJUNG,SME_MICRO,TW,MY,"OTHER COUNTRIES, NES",58257.0,PERABUT KAYU DAN ROTAN,"Taiwan, Province of China",Malaysia
EKSPORT,1,2014,AGENT,SEMENANJUNG,AGENT,SG,MY,AGENT,208734.6,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Singapore,Malaysia
EKSPORT,10,2014,SELANGOR,SEMENANJUNG,SME_MEDIUM,AE,MY,"OTHER COUNTRIES, NES",463997.34,MINYAK KELAPA SAWIT,United Arab Emirates,Malaysia
EKSPORT,12,2024,PULAU PINANG,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,199.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,7,2015,SELANGOR,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,5526.0,KELENGKAPAN PENDINGINAN DAN PEMANASAN & ALAT GANTI,Singapore,Malaysia
EKSPORT,5,2015,MELAKA,SEMENANJUNG,LARGE,SG,MY,AFTA,4345885.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,5,2024,JOHOR,SEMENANJUNG,LARGE,IN,MY,SAARC,426193.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",India,Malaysia
EKSPORT,7,2016,KEDAH,SEMENANJUNG,SME_MEDIUM,VN,MY,AFTA,19537.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Viet Nam,Malaysia
EKSPORT,8,2023,SELANGOR,SEMENANJUNG,LARGE,NL,MY,EU,9443.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,"Netherlands, Kingdom of the",Malaysia
EKSPORT,11,2022,PERAK,SEMENANJUNG,LARGE,AU,MY,"OTHER COUNTRIES, NES",2099.0,HASIL KELUARAN KELAPA SAWIT YANG LAIN,Australia,Malaysia
EKSPORT,8,2024,PERAK,SEMENANJUNG,SME_MICRO,CA,MY,NAFTA,133422.0,MINYAK KELAPA SAWIT,Canada,Malaysia
EKSPORT,6,2016,PERAK,SEMENANJUNG,LARGE,CA,MY,NAFTA,145529.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Canada,Malaysia
EKSPORT,10,2014,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,20528.54,"INJAP DAN TIUB, FOTOSEL, DLL.",Singapore,Malaysia
EKSPORT,7,2023,SELANGOR,SEMENANJUNG,LARGE,KR,MY,"OTHER COUNTRIES, NES",228.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,"Korea, Republic of",Malaysia
EKSPORT,9,2024,KEDAH,SEMENANJUNG,LARGE,CR,MY,"OTHER COUNTRIES, NES",304.0,PERKAKAS LITAR ELEKTRIK & ALAT GANTI,Costa Rica,Malaysia
EKSPORT,3,2021,PULAU PINANG,SEMENANJUNG,LARGE,AE,MY,"OTHER COUNTRIES, NES",6747.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United Arab Emirates,Malaysia
EKSPORT,10,2020,PULAU PINANG,SEMENANJUNG,LARGE,CZ,MY,EU,604808.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Czechia,Malaysia
EKSPORT,11,2014,PULAU PINANG,SEMENANJUNG,LARGE,SG,MY,AFTA,61290.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,2,2014,JOHOR,ZON BEBAS,LARGE,VN,MY,AFTA,941.68,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Viet Nam,Malaysia
EKSPORT,8,2024,SARAWAK,SARAWAK,SME_MICRO,DE,MY,EU,524112.0,LITAR ELEKTRONIK BERSEPADU,Germany,Malaysia
EKSPORT,9,2015,SELANGOR,SEMENANJUNG,LARGE,UY,MY,LAIA,276268.0,SARUNG TANGAN GETAH,Uruguay,Malaysia
EKSPORT,3,2018,PULAU PINANG,SEMENANJUNG,LARGE,TW,MY,"OTHER COUNTRIES, NES",622930.0,LITAR ELEKTRONIK BERSEPADU,"Taiwan, Province of China",Malaysia
EKSPORT,10,2020,SELANGOR,SEMENANJUNG,LARGE,UZ,MY,"OTHER COUNTRIES, NES",570048.0,MINYAK ISIRUNG KELAPA SAWIT,Uzbekistan,Malaysia
EKSPORT,7,2019,PULAU PINANG,SEMENANJUNG,LARGE,US,MY,NAFTA,8818.0,LAIN-LAIN KAYU- LAIN-LAIN,United States of America,Malaysia
EKSPORT,8,2024,WP KUALA LUMPUR,SEMENANJUNG,SME_MICRO,KR,MY,"OTHER COUNTRIES, NES",720.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI","Korea, Republic of",Malaysia
EKSPORT,8,2023,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,272939.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Thailand,Malaysia
EKSPORT,7,2018,PULAU PINANG,SEMENANJUNG,LARGE,IN,MY,SAARC,6465.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",India,Malaysia
EKSPORT,8,2020,PULAU PINANG,SEMENANJUNG,LARGE,CN,MY,"OTHER COUNTRIES, NES",25163.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,8,2018,JOHOR,SEMENANJUNG,LARGE,BE,MY,EU,58197.0,MINYAK KELAPA SAWIT,Belgium,Malaysia
EKSPORT,7,2015,SARAWAK,SARAWAK,LARGE,IN,MY,SAARC,4191643.75,KAYU BALAK,India,Malaysia
EKSPORT,10,2024,SELANGOR,SEMENANJUNG,LARGE,TH,MY,AFTA,196514.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Thailand,Malaysia
EKSPORT,10,2014,KEDAH,SEMENANJUNG,SME_MEDIUM,CH,MY,EFTA,13890.59,SARUNG TANGAN GETAH,Switzerland,Malaysia
EKSPORT,12,2023,KEDAH,SEMENANJUNG,LARGE,US,MY,NAFTA,820840.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,United States of America,Malaysia
EKSPORT,5,2021,MELAKA,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,152645.0,KAYU TANGGAM,Singapore,Malaysia
EKSPORT,12,2024,PULAU PINANG,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,6786638.0,"BARANG KEMAS DRPD. EMAS, PERAK DAN PERMATA TERMASUK TIRUAN",Singapore,Malaysia
EKSPORT,9,2021,AGENT,ZON BEBAS,AGENT,ID,MY,AGENT,622112.4,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Indonesia,Malaysia
EKSPORT,6,2019,SELANGOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,8311.0,LADA (HITAM DAN PUTIH),Singapore,Malaysia
EKSPORT,12,2015,JOHOR,SEMENANJUNG,LARGE,GT,MY,"OTHER COUNTRIES, NES",358054.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Guatemala,Malaysia
EKSPORT,12,2018,KELANTAN,SEMENANJUNG,LARGE,DE,MY,EU,9384068.0,SARUNG TANGAN GETAH,Germany,Malaysia
EKSPORT,4,2024,JOHOR,SEMENANJUNG,SME_SMALL,SG,MY,AFTA,74937.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,8,2014,JOHOR,SEMENANJUNG,LARGE,US,MY,NAFTA,2454936.06,PERABUT KAYU DAN ROTAN,United States of America,Malaysia
EKSPORT,12,2022,SELANGOR,SEMENANJUNG,LARGE,ID,MY,AFTA,309548.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,Indonesia,Malaysia
EKSPORT,12,2015,JOHOR,SEMENANJUNG,LARGE,US,MY,NAFTA,66393.0,ALAT GANTI DAN AKSESORI BAGI MESIN PEJABAT & KELENGKAPAN PEMPROSESAN DATA AUTOMATIK,United States of America,Malaysia
EKSPORT,3,2015,JOHOR,SEMENANJUNG,SME_MEDIUM,SG,MY,AFTA,403922.0,PERABUT KAYU DAN ROTAN,Singapore,Malaysia
EKSPORT,12,2021,JOHOR,SEMENANJUNG,LARGE,AE,MY,"OTHER COUNTRIES, NES",55244.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,United Arab Emirates,Malaysia
EKSPORT,2,2022,WP KUALA LUMPUR,SEMENANJUNG,LARGE,SG,MY,AFTA,8901.0,"KELENGKAPAN TELEKOMUNIKASI, ALAT GANTI DAN AKSESORI",Singapore,Malaysia
EKSPORT,3,2024,SELANGOR,SEMENANJUNG,LARGE,SG,MY,AFTA,23500.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,Singapore,Malaysia
EKSPORT,8,2022,JOHOR,SEMENANJUNG,LARGE,NL,MY,EU,5968005.0,OLEOKIMIA BERASASKAN KELAPA SAWIT,"Netherlands, Kingdom of the",Malaysia
EKSPORT,9,2021,PULAU PINANG,SEMENANJUNG,SME_SMALL,CN,MY,"OTHER COUNTRIES, NES",5704.0,BARANGAN ELEKTRIK DAN ELEKTRONIK YANG LAIN,China,Malaysia
EKSPORT,12,2023,JOHOR,SEMENANJUNG,LARGE,SG,MY,AFTA,121998.0,PAKAIAN DAN SEGALA KELENGKAPAN PAKAIAN TERPILIH,Singapore,Malaysia
